,Unnamed: 0,Unnamed: 0.1,hid,建案名稱,每坪單價(萬元/坪),每坪單價(低),每坪單價(高),均價,基地地址-縣市,基地地址-鄉鎮區,基地地址,格局規劃,交屋時間,預期完工,基地面積(坪),棟戶規劃,樓層規劃,結構工程,用途規劃,土地分區,投資建設,建材說明,建築設計,營造公司,建造執照,使用執照
182,182,182,112626,雲世代,30~32萬元/坪,30.0,32.0,31.0,桃園市,桃園區,永安路、慈文路口,二房(23~29坪)、三房(36坪),,2019年12月,828.02,1棟，157戶住家，5戶店面,地上23層，地下4層,RC,住家用,住宅區,東驊建設開發有限公司,RC鋼筋混凝土結構，SCG五金、櫻花廚具、TOTO馬桶,沈伯卿建築師事務所,毅富營造有限公司,105-01074,暫無
183,183,183,116888,名鑄,24~25萬元/坪,24.0,25.0,24.5,桃園市,桃園區,民富二街,二房(28坪)、三房(39坪)、四房(45~49坪)、2+1房(32坪),,2020年上半年,1579,4棟，164戶住家，3戶店面,"地上14,15層，地下2層",RC,住家用,住宅區,鉅慶建設股份有限公司,台灣水泥、東和鋼鐵、力霸氣密窗、SA級續接器、青葉銀立淨乳膠漆、義大利品牌馬桶、當層排氣設計、零雨遮虛坪、超低建蔽率24%...等,張建鴻建築師,康橋營造有限公司,(107)桃市都建執照字第會桃00072號,暫無
184,184,184,118235,長安城,18~22萬元/坪,18.0,22.0,20.0,苗栗縣,頭份市,公園七街,2+1房(35.23坪)、3+1房(42~44坪),隨時交屋,,328,2棟，66戶住家，4戶店面,地上14層，地下2層,RC,住商用,商業地,昌賢建設股份有限公司,櫻花三機、80x80拋光石英磚,王銘國建築師,深耕營造,(102)栗商建頭建字第00185號,(104)栗商建頭使字第00160號
185,185,185,111408,富公園,33~35萬元/坪,33.0,35.0,34.0,新北市,林口區,文化二路一段230巷3號,三房(38坪)、四房(41坪),隨時交屋,,178,1棟，30戶住家，3戶店面,地上11層，地下2層,RC,住商用,第五種住宅區,富宏建設,暫無,周勤富,欣源營造股份有限公司,建103-0005,使105-0448
186,186,186,117925,昭揚君硯,33萬元/坪,33.0,,33.0,桃園市,桃園區,正光二街內,三房(31坪)、四房(43~52坪),,2020年第四季度,1141.29,6棟，132戶住家，10戶店面,地上12層，地下2層,RC,住商用,住宅區,昭揚建築璞揚建設股份有限公司,廚具：林內三機 衛浴：TOTO、主衛浴馬桶Panasonic 地磚：白馬80*80 五金：TOTO,拓璞聯合建築師事務所,聖?營造股份有限公司,(108)桃市都建執照字第會桃00060號,暫無
187,187,187,119378,協和曉知青,23.8~24.8萬元/坪,23.8,24.8,24.3,桃園市,蘆竹區,國豐十街239巷旁,二房(26.10坪)、三房(38~39坪),,2019年10月,645.35,3棟，68戶住家,地上9層，地下2層,RC,住家用,第二種住宅區,協和建設股份有限公司,廚具：櫻花三機 衛浴：英格爾、Panasonic主衛浴免治馬桶(座) ,張建鴻建築師事務所,洛城營造有限公司,(105)桃市都建執照字第會蘆00491-01號,暫無
188,188,188,110380,城上城,30萬元/坪,30.0,,30.0,基隆市,安樂區,麥金路201號,四房(74~96坪),隨時交屋,,10819,13棟，1863戶住家，30戶店面,"地上16,18,25層，地下7層",RC,住商用,暫無,甲山林機構,暫無,蕭家福建築師事務所,暫無,建84-0140,使105-0003
189,189,189,115145,海科棧,17~19萬元/坪,17.0,19.0,18.0,高雄市,楠梓區,金和街168巷66號,二房(28~30坪)、三房(36坪),,隨時交屋,610,2棟，171戶住家，2戶店面,地上15層，地下3層,RC,住家用,第五種住宅區,和紘建設,林內3機、TOTO衛浴、全棟淨水系統 ,閤康聯合建築師事務所,國城營造有限公司,(104)高市工建築字第02230-01號,暫無
190,190,190,119516,昭揚CBD經貿中心,33萬元/坪,33.0,,33.0,桃園市,桃園區,中路二段202地號,開放格局(31~68坪),,2019年第四季度,900.79,1棟，150戶一般事務所，2戶店面,地上15層，地下3層,RC,商業用,第一之一種住宅區,昭揚建築-璞揚/立燿建設股份有限公司,依現場為主,拓璞聯合建築師事務所,聖?營造股份有限公司,(105)桃市都建執照字第會桃01052-01號,暫無
191,191,191,118370,富堡晶宴,34~36萬元/坪,34.0,36.0,35.0,新北市,林口區,民族路99號,二房(22坪)、三房(33坪),,2020年6月,678.91,1棟，65戶住家，8戶店面,地上13層，地下2層,RC,住商用,第二種住宅區,富棠建設有限公司,林內三機廚具、TOTO衛浴、80*80冠軍地磚,廖錦盈建築師事務所,聯發營造有限公司,103林建字第00320-01號,暫無
192,192,192,119903,鑽石麗都,29~34萬元/坪,29.0,34.0,31.5,新北市,淡水區,中山北路二段189巷15弄25號,四房(52~67坪),隨時交屋,,590,1棟，55戶住家,地上15層，地下3層,RC,住家用,第五種住宅區,總廣建設股份有限公司,RC鋼筋混凝土,昌瑜建築師事務所,采盟營造股份有限公司,97淡建字第00606號,103淡使字第00189號
193,193,193,115054,允將大心,22~23萬元/坪,22.0,23.0,22.5,台中市,東區建,德街,三房(38~42坪),,隨時交屋,1050,5棟，138戶住家，4戶店面,地上13層，地下2層,RC,住商用,第二種住宅區,允將建設,暫無,呂永豐,東霙營造,105中都建字第01550號,暫無
194,194,194,111920,玖宜御林園,38萬元/坪,38.0,,38.0,新北市,新店區,安忠路57巷,二房(19坪)、三房(29~39坪)、四房(39坪),隨時交屋,,526.6,1棟，87戶住家,地上12層，地下2層,暫無,住家用,暫無,玖宜建設,暫無,林天彥建築師事務所,暫無,102-0414,106-0020
195,195,195,110397,雲想,26~30萬元/坪,26.0,30.0,28.0,桃園市,蘆竹區,長興路一段56號,二房(23坪)、2+1房(35坪),,隨時交屋,1058,3棟，163戶住家,"地上11,13層，地下2層",暫無,住家用,暫無,東驊建設,暫無,沈伯卿建築師事務所,暫無,建105-0288,暫無
196,196,196,107742,自遊人-日上區,30萬元/坪,30.0,,30.0,桃園市,桃園區,經國一路150~168號,二房(29坪)、三房(41坪),隨時交屋,,836,1棟，159戶住家，2戶店面,地上21層，地下4層,RC,住商用,商業區,源璟建設,標準配備,陳明徽建築師事務所,全勝營造,建104-0187,使107-00933
197,197,197,116217,歡喜市,45萬元/坪,45.0,,45.0,新北市,板橋區,永翠段39、40、41、42、46地號,二房(16坪)、三房(26~35坪)、2+1房(22坪),,時間待定,950.7,2棟，264戶住家，8戶店面,地上15層，地下6層,RC,住商用,暫無,中德建設股份有限公司,待定,何慶三建築事務所,待定,107-00130,暫無
198,198,198,106267,名毅一山,57萬元/坪,57.0,,57.0,新北市,蘆洲區,集賢路318號,暫無,時間待定,,668,2棟，98戶住家，2戶店面,地上19層，地下3層,暫無,住家用,暫無,名毅建設股份有限公司,暫無,暫無,暫無,100蘆使字第00370號,暫無
199,199,199,112668,新潤青峰,45~50萬元/坪,45.0,50.0,47.5,新北市,板橋區,永翠路、藝文二街口,二房(20~24坪)、三房(28~37坪),,2019年第四季度,1428,3棟，327戶住家，7戶店面,地上15層，地下5層,暫無,住家用,暫無,新潤建設機構,RC鋼筋混凝土結構，TOTO衛浴、櫻花廚具,呂建勳建築師事務所,暫無,106-00184,暫無
200,200,200,118143,根津苑,24~26萬元/坪,24.0,26.0,25.0,桃園市,龜山區,善捷段36地號,二房(25~28坪)、三房(36~40坪)、四房(49坪),,2020年12月,1009.69,4棟，225戶住家，3戶店面,地上15層，地下4層,RC,住商用,第五種住宅區,鴻承建設股份有限公司,待定,拓璞聯合建築師事務所,國城營造有限公司,(107)桃市都建執照字第會龜00667號,暫無
201,201,201,111551,鑫首璽,28~33萬元/坪,28.0,33.0,30.5,高雄市,鼓山區,馬卡道路388號,四房(69~74坪)、開放格局(100~104坪),隨時交屋,,700.9,1棟，81戶住家,地上29層，地下4層,暫無,住家用,暫無,樹藤建設,暫無,林子森,暫無,102-2689,105-1488
202,202,202,118234,祜益敦南捷境,66~71萬元/坪,66.0,71.0,68.5,台北市,文山區,辛亥路4段128之1號,一房(20.85坪)、二房(26~38坪)、四房(51~52坪),隨時交屋,,1363,2棟，131戶住家，3戶店面，9戶一般事務所,地上18層，地下3層,SRC,住商用,交通用地,祜益建設股份有限公司,歐寶廚具、KARAT凱樂衛浴,賴朝俊建築師事務所,中河營造有限公司工作機會,98建字第0369號,106使字第0089號　
203,203,203,105949,原建築,16.5~18.2萬元/坪,16.5,18.2,17.35,宜蘭縣,員山鄉,惠民路,地坪（25~33坪）、建坪（53~65坪）,隨時交屋,,939,39棟，37戶住家，2戶店面,地上4層,RC,住家用,建地,嘉福開發股份有限公司,整體設計廚具/乾濕分離浴室/防暴綱木玄關門/社區防盜/總機式對講機,林金城建築師事務所,嘉福營造,2014.12.31建字第1001號,暫無
204,204,204,107095,昇捷昇公?,27~30萬元/坪,27.0,30.0,28.5,桃園市,中壢區,環西路二段213號,3+1房(61~69坪),隨時交屋,,1225,3棟，80戶住家，8戶店面,地上13層，地下2層,暫無,住商用,暫無,昇捷建設股份有限公司,暫無,暫無,暫無,暫無,暫無
205,205,205,112890,宏筑,27~32萬元/坪,27.0,32.0,29.5,新北市,五股區,新五路二段335號,二房(17~26坪)、三房(38.43坪),隨時交屋,,634.6,6棟，66戶住家，10戶店面,地上13層，地下2層,RC,住家用,住宅區,光盛建設有限公司,"櫻花廚具、和成衛浴、永大十二人電梯二部、永欣氣密窗、三合一電子門鎖,304無鉛水龍頭",李浩原建築師事務所,千代田營造(甲級),105股建字00050號,107股使字第00055號
206,206,206,112077,品科博,28.2萬元/坪,28.2,,28.2,台中市,北區英,才路VS西屯路口,四房(57坪),隨時交屋,,300,1棟，26戶住家，2戶辦公室,地上12層，地下3層,RC,住商用,第二種住宅區,精匠建設,德國V&B衛浴義大利MITON廚具,陳逸邦,立穩營造,106中都使字第02325號,104中都建字第00928號
207,207,207,110883,蘭亭敘,21~26萬元/坪,21.0,26.0,23.5,高雄市,鳳山區,南京路210號,2+1房(41坪)、3+1房(53坪),隨時交屋,,520,1棟，52戶住家，1戶店面,地上14層，地下2層,暫無,住家用,暫無,明磊建設,暫無,吳宗儒,暫無,(102)高市工建築字第00311號,(104)高市工建築使字第01886號
208,208,208,119431,景綻,14~17萬元/坪,14.0,17.0,15.5,高雄市,小港區,宏平路71號,三房(39坪)、四房(57坪)、3+1房(47坪),隨時交屋,,330,1棟，40戶住家，6戶店面,地上12層，地下2層,RC,住家用,第五種住宅區,春虹建設,暫無,黃振祥,森進營造(股)公司,(102)高市工建築字第00731號,(105)高市工建築使字第00309號
209,209,209,119551,人川匯1期,14~16萬元/坪,14.0,16.0,15.0,新竹縣,關西鎮,青山街82巷,地坪（54坪）、建坪（96坪）,隨時交屋,,452,9棟，9戶住家,地上4層,RC,住家用,住宅區,黃展春建築事務所,全新獨門獨院花園電梯別墅 大器落成，經典九戶 人性化設計，格局方正，五大房，且戶戶單層大主臥 每戶門前私人2~3車位 坐擁社區百坪景觀公園，可以觀賞整個關西牛欄河全景 面寬都是7米以上大面寬 獨立社區，有門禁，安全、隱密、寧靜 夢想中的家園 ,黃展春建築事務所,達陣系統建築股份有限公司,(105)府建字第00549號(02),(107)府使字第00126號
210,210,210,118142,柏克萊公園,45~48萬元/坪,45.0,48.0,46.5,新北市,板橋區,永翠路與藝文街口,二房(23~27坪)、三房(35~38坪),,2020年11月,1304,2棟，268戶住家，7戶店面,地上17層，地下5層,SRC,住商用,第二住宅區,潤隆建設+亞昕國際,櫻花廚具、INAX+Paffoni龍頭+浴缸、冠軍地磚、三協氣密窗,梁正芳建築師事務所,國原營造股份有限公司,107板建204號,暫無
211,211,211,107036,八方馥寓,31萬元/坪,31.0,,31.0,新北市,林口區,文林四街17~27號,三房(40~47坪),隨時交屋,,752.12,2棟，59戶住家，6戶店面,地上11層，地下2層,RC,住商用,住宅區(二),山業建設股份有限公司,依現場為主,李俊賢建築師事務所,冠柏營造股份有限公司,104林建字第00177號,107林使字第00320號
212,212,212,115823,天空?院子,30~32萬元/坪,30.0,32.0,31.0,台中市,西屯區,福科二路53號,3+1房(60~72坪),隨時交屋,,458,1棟，39戶住家，1戶店面,地上14層，地下3層,RC,住商用,第二種住宅區,懋榮建設,暫無,陳新成建築師事務所,立欣營造,101府授都建建字第00494號,103中都使字第02585號
213,213,213,119936,京都城,17.5~19.8萬元/坪,17.5,19.8,18.65,桃園市,大溪區,三元一街67巷12-1號,四房(57.59~58.23坪),隨時交屋,,170,1棟，11戶住家,地上6層，地下1層,RC,住家用,鄉村區乙種建築用地,全都建設有限公司,外觀崗石基座搭配山形丁掛磚 社區大廳雙重磁卡感應鍛造門 大廳石材地坪搭配造型天花板 崇友11人份電梯樓層刷卡感應 廚具人造石檯面搭配木紋面板 喜特麗瓦斯爐烘碗機排油煙機 和成牌衛浴搭配聲寶牌暖風機 ,林峰池建築師事務所,臺信營造股份有限公司,桃縣工建執照字第會溪00966號,桃市都施使字第溪00524號
214,214,214,110773,德勒斯登,28.8~39.9萬元/坪,28.8,39.9,34.35,高雄市,三民區,博愛一路390號,開放格局(156~240坪),隨時交屋,,468,1棟，63戶住家，3戶店面,地上28層，地下5層,RC,住商用,商業區,高堅建設,暫無,郭炳宏設計師,暫無,82-01040,100-00001
215,215,215,118050,愛上里山,19~22萬元/坪,19.0,22.0,20.5,基隆市,七堵區,長安街233巷42-60號,三房(40~45坪)、2+1房(37坪),隨時交屋,,604,2棟，50戶住家,地上7層，地下1層,RC,住家用,住宅區,楷明建設,RC鋼筋混凝土,黃德芳,良有營造股份有限公司,建103-0056,使106-0001
216,216,216,119462,韋創 亞悅精品透天,13~16萬元/坪,13.0,16.0,14.5,新竹縣,新豐鄉,瑞興國小旁,地坪（22~36坪）、建坪（45~55坪）,,2020年上半年,537,2棟，22戶住家,地上4層,RC,住家用,特定農業區甲種建築用地,韋創建設有限公司,白馬磁磚 和成.凱薩衛浴 櫻花精品廚具(原廠桶身) 俞氏牌影像對講機系統 全室8MM強化玻璃氣密窗 智能遠端監控安全住宅 全社區涵蓋16部高解析度攝影鏡頭,許榮江建築師事務所,韋華建設事業機構,107府建字第00660號,暫無
217,217,217,119667,定泰翫寶,40萬元/坪,40.0,,40.0,桃園市,桃園區,同德二街38號,四房(77坪),隨時交屋,,1306.49,2棟，86戶住家，1戶管委會空間,地上25層，地下3層,RC,住家用,住宅區,定泰建設股份有限公司,16顆萬向定位隔震器、萬象定位阻尼器,呂文程建築師事務所,宏濱營造有限公司,(101)桃縣工建執照字第會桃01606-02號,(104)桃市都建使字第桃01436號
218,218,218,115950,悅讀Twin Park-?園,23~32萬元/坪,23.0,32.0,27.5,高雄市,三民區,遼北街與美都路300巷,二房(25~26坪)、三房(38坪),,2020年1月,307.93,1棟，56戶住家，1戶店面,地上15層，地下3層,RC,住家用,第四種住宅區,泰郡建設,日本TOTO衛浴、紘國廚具、美國EPS制震璧、SUNON雙流新風機,梁慶源、沈鈺峰,?盛營造,(106)高市工建築字第02068-01號,暫無
219,219,219,118721,發樓ME,68~70萬元/坪,68.0,70.0,69.0,新北市,板橋區,雙十路二段130巷2弄,套房(13~14坪),,2021年下半年,536,2棟，156戶住家，10戶店面,地上14層，地下4層,RC,住家用,住宅區,鈞碩建設股份有限公司,各戶門窗 1.玄關門：各戶玄關大門採用鑄鋁板門或實木鋼板門，搭配電子防盜鎖。 2.臥室門：採用實木門，附高級水平把手。 3.浴廁門：採用實木門加通風百葉，配高級水平鎖及門檻。 4.窗戶：5mm+5mm膠合玻璃。 衛浴設備 1.主浴室與套房附設TOTO免治馬桶、客浴室採用TOTO馬桶。 2.各浴室採用TOTO半嵌式面盆搭配高及龍頭。 3.各浴室採用強化玻璃淋浴拉門搭配德國Hansgrohe恆溫花灑龍頭，另附高級明鏡、毛巾架、附贈四合一多功能暖風機。 4.各戶浴室皆為當層排氣。 廚房設備 1.面板採用德國進口塑合板，隱藏式鋁條把手及杜邦人造石檯面之歐化整體廚具，上櫃及人造石檯面間設烤漆玻璃。 2.不銹鋼單水槽搭配高級Grohe兩用水龍頭搭配廚下濾水器、採用單口電磁爐並搭配活性碳隱藏式排油煙機。 ,陳燦榮建築師事務所,鈞碩建設股份有限公司,107板建字第525號,暫無
220,220,220,110391,和瑞微美,25~26萬元/坪,25.0,26.0,25.5,新北市,鶯歌區,鳳五路6號,三房(31~40坪),,隨時交屋,1759,4棟，245戶住家，4戶店面,地上11層，地下3層,RC,住商用,暫無,和瑞建設,暫無,閤康聯合建築,暫無,103-00420,暫無
221,221,221,116581,天母磺溪  小天晴,81~89萬元/坪,81.0,89.0,85.0,台北市,北投區,石牌路二段343巷16號,二房(24~29坪)、三房(39坪),隨時交屋,,85.02,1棟，11戶住家,地上6層，地下2層,RC,住家用,住三,馥裕軒建設股份有限公司,**外觀採日本NITTAI原裝進口磁磚，搭配〝莎曼珊蘭〞進口石材及金屬格柵設計。 **門廳及梯廳鋪義大利COEM原裝進口60*120㎝錫亞石系列石英磚。 **電梯採MITSUBISHI無機房電梯，搭配智慧型〝遠隔點檢直話系統〞自動通報。 **玄關門採藍鯨牌隔音門，搭配義大利CISA連動鎖。 **廚房採義大利面板整體櫥櫃，人造石檯面，林內牌爐具等。 **浴廁均採TOTO衛浴設備並預留對外排氣閥。 ,吳坤曜建築師事務所,拓福營造有限公司,北市103建字0237號,北市107使字第0156號
222,222,222,107015,翡翠大道,45萬元/坪,45.0,,45.0,新北市,林口區,八德路316號,三房(89坪)、四房(101坪),隨時交屋,,551.07,1棟，38戶住家,地上20層，地下3層,RC,住家用,第五種住宅區,恆達建設股份有限公司,依現場為主,吳非士建築師事務所,松友建築工程股份有限公司,100林建字第00400號,103林使字第00517號
223,223,223,112858,泰舍至善元,52~62萬元/坪,52.0,62.0,57.0,新北市,新莊區,中正路222號,開放格局(24~67坪),,2021年2月,2977.6,5棟，714戶住家，41戶店面,地上25層，地下5層,SRC,住商用,住宅區,泰坤建設實業股份有限公司,同步101與仁愛帝寶的CFT耐震鋼柱工法、三大制震系統?挫屈束制斜撐構件(BRB)、制震壁(VEDamper)、強化式加勁阻尼器，耐震級數超越六級以上超越國家標準、全棟崗石外觀綠建築防水建材、浴室防水層高達1.8米(一般僅1.2米)、P.A.P.A.系統+大小型吸氣閥，有效隔絕穢氣與害蟲入侵、當層排氣規劃、Low-E玻璃+YKK氣密窗、三重淨水系統+醫療級諾得淨水備、五道門禁、戶戶配置車位充電．,莊志寬建築師事務所,大成工程股份有限公司,106-00126,暫無
224,224,224,112642,開璽吾界,110~130萬元/坪,110.0,130.0,120.0,台北市,內湖區,內湖路一段3號,三房(48~52坪)、四房(103坪)、3+1房(55~60坪),隨時交屋,,415.37,1棟，52戶住家，2戶店面,地上14層，地下3層,RC,住商用,住三與住三之一,開璽建築團隊-開京建設,日本SHOWA昭和氣密門窗、Low-E中空複層玻璃、鑄鋁綱木防暴門、YALE電子鎖、日本TOTO全自動免治馬桶、TOTO瓷器、Hansgrohe五金配件、Honeywell空氣清淨機、四合一浴室換氣軟風機、德國Zeyko廚具、網路通訊規劃中華電信光纖。,李文勝建築師事務所,偉邦營造工程有限公司,103-0242,107使字第00237號
225,225,225,110461,國際商務城,28~33萬元/坪,28.0,33.0,30.5,桃園市,中壢區,領航南路三段、青雲路口,暫無,,2019年上半年,2699,5棟，316戶住家，10戶店面，34戶辦公室,地上16層，地下3層,RC,住商用,商業區,威均建設,待定,簡瑞慶建築師事務所,東殿營造,103-0429,暫無
226,226,226,116768,世界市-世界館,30萬元/坪,30.0,,30.0,新北市,林口區,文林街75巷,一房(19.68坪)、二房(26~27坪),隨時交屋,,822.64,2棟，99戶住家，7戶店面,地上10層，地下3層,RC,住商用,住二,協勝建設,待定 ,曾仲宇,洛城營造,104林建字第00327號,107林使字第00405號
227,227,227,116610,大漁ONE,24~26萬元/坪,24.0,26.0,25.0,台中市,北屯區,南興路,二房(24~29坪)、三房(31~33坪),,2020年12月,457.9,3棟，68戶住家，1戶店面,地上15層，地下3層,RC,住商用,第二之ㄧ種住宅區,理元建設股份有限公司,暫無,林環金建築師事務所,暫無,107中都建字第00467號,暫無
228,228,228,110493,文萃,44萬元/坪,44.0,,44.0,新竹縣,竹北市,嘉政六街31巷1~12號,地坪（44坪）、建坪（132坪）,隨時交屋,,415,2棟，10戶住家,地上4層，地下1層,暫無,住家用,暫無,新傳建設,"日本進口窯燒磚,大理石玉石",黃盈通,暫無,建102-0068,使103-0509
229,229,229,107114,春見築,47萬元/坪,47.0,,47.0,新北市,林口區,三民路180號,三房(42~47坪)、四房(71~73坪),隨時交屋,,931,2棟，115戶住家，7戶店面,地上19層，地下3層,RC,住家用,第五種住宅區,泓利建設有限公司,依現場為主,蔡廷芳建築師事務所,春木林營造有限公司,102林建字第00115號,106林使字第00136號
230,230,230,110323,秀峰苑,49.9萬元/坪,49.9,,49.9,新北市,中和區,景平路51號,二房(27.07坪)、三房(28.18坪),隨時交屋,,72,1棟，12戶住家，1戶店面,地上7層，地下1層,RC,住商用,住商用,品嘉建設股份有限公司,櫻花廚具，凱薩衛浴,廖益謙建築師事務所,尚禹營造股份有限公司,103-0195,105-0082
231,231,231,115713,寶石上誠,46~50萬元/坪,46.0,50.0,48.0,新北市,三重區,新北市三重區重新路五段489號,二房(23坪)、三房(41坪)、2+1房(30坪),隨時交屋,,210,1棟，65戶住家，1戶店面,地上14層，地下3層,RC,住商用,商業區,寶石集團．甲益建設,中空樓版、日本SHOWA氣密鋁門窗、5+5mmLow-E雙強化膠合玻璃、60A級防火防暴鑄鋁鋼木門+義大利進口CISA高級門鎖、3M高流量社區淨水系統、美國愛惠浦廚房濾水器、自動除菌離子浴室暖風機,杜金木建築師,台成營造,104重建字第00097號,暫無
232,232,232,110401,哈洛?,28~32萬元/坪,28.0,32.0,30.0,新竹縣,竹北市,文興路二段89號,四房(56~76坪),隨時交屋,,3420,4棟，310戶住家，13戶店面,地上23層，地下4層,RC,住商用,暫無,暐記開發實業有限公司,YALE西德原裝進口電子鎖，YKK氣密窗，LOW-E複層玻璃，TOTO面盆/馬桶，SVAGO洗碗機/烤箱/蒸爐，新日鐵製震，太陽能光電系統，中央集塵系統，全室25cm中空樓板。,許文光建築師事務所,暫無,(100)府建字第00474號,(103)府使字建第00524號
233,233,233,116983,香榭尊爵,22.5~22.9萬元/坪,22.5,22.9,22.7,花蓮縣,花蓮市,林森路273巷3弄,地坪（33.7坪）、建坪（87-88坪）,隨時交屋,,303,9棟，9戶住家,地上5層,RC,住家用,住宅區,全捷建設有限公司,磁磚、石材、洗/抿石子外牆,陳桂芳建築師,暫無,105A0038,暫無
234,234,234,112838,戀戀風格,29~33萬元/坪,29.0,33.0,31.0,台南市,安平區,文平路318號,三房(38坪)、四房(75坪),隨時交屋,,503,1棟，56戶住家，4戶店面,地上15層，地下2層,RC,住家用,「住五」住宅區,欣巴巴事業,鋼筋混凝土構造；鑄鋁防爆大門結合電子安全鎖；光纖到府；社區專屬APP,林子森,巴森營造股份有限公司,103-2905-02,106-498
235,235,235,118191,昭揚無限,32~33萬元/坪,32.0,33.0,32.5,桃園市,桃園區,溫州一路口,四房(42坪),,2020年5月,410.03,2棟，44戶住家，5戶店面,地上12層，地下2層,RC,住商用,住宅區,昭揚建築昕陽建設股份有限公司,廚具：櫻花三機 衛浴：TOTO 地磚：冠軍80*80拋光石英磚,拓璞聯合建築師事務所,聖?營造股份有限公司,107桃市都建執照字第會桃00835號,暫無
236,236,236,118663,南苑主人,35~39萬元/坪,35.0,39.0,37.0,台中市,南屯區,文心南三路VS豐富路299巷,三房(56.81坪)、3+1房(67.44坪),隨時交屋,,434,1棟，56戶住家，1戶店面,地上15層，地下3層,RC,住商用,第三之ㄧ種商業區,尉寶建設股份有限公司,TOTO衛浴 馬可貝里磁磚,許獻叡建築師事務所,立宜營造股份有限公司,102中都建字第03178號,107中都使字第00315號
237,237,237,112961,格里昂,26~34萬元/坪,26.0,34.0,30.0,台南市,安平區,永華路二段869號,四房(98~115坪),隨時交屋,,1510,1棟，87戶住家,地上23層，地下3層,RC,住家用,暫無,皇鼎建設開發股份有限公司,暫無,黃俊吉,暫無,(102)南工造字第00978-02號,(105)南工使字第00941號
238,238,238,112811,中山富御,15.5~18.6萬元/坪,15.5,18.6,17.05,桃園市,觀音區,金湖里4鄰育仁路一段26巷,地坪（29.02~32.67坪）、建坪（46.74~60.2坪）,隨時交屋,,624,2棟，20戶住家,地上3層,暫無,住家用,暫無,友量建設股份有限公司,廚具全系列櫻花牌(SAKURK) 衛浴設備全系列和成(HCG),王介德建築師事務所,暫無,104桃市工建執照字第會觀314-01號,105桃市都施使字第觀01575號
239,239,239,119142,昭揚湛,24~24.5萬元/坪,24.0,24.5,24.25,桃園市,桃園區,國豐八街、國強十三街交叉口,三房(36~38坪)、四房(46坪),,2021年6月,472.2,2棟，66戶住家，4戶店面,地上12層，地下2層,RC,住商用,第二種住宅區,立燿建設股份有限公司,廚房：大雅廚具、喜特麗三機 衛浴：和成衛浴 地磚：80*80拋光石英磚,聶玉璞/羅有興,聖?營造股份有限公司,(107)桃市都建執照字第會桃01333號,暫無
240,240,240,119020,I House,48~55萬元/坪,48.0,55.0,51.5,新北市,三重區,電信街75號,二房(17~20坪)、三房(21~29坪),,2021年上半年,245.56,2棟，96戶住家，7戶店面,地上14層，地下2層,RC,住商用,住商,僑大興建設,歐寶進口櫃體廚具、TOTO衛浴、面盆，櫻花除油煙機、電陶爐、烘碗機、氣密窗、維夫拉克電子鎖、四合一暖風機、Hometek門口對講機,謝賜賢建築師事務所,僑大興建設,107重建字第00229號,暫無
241,241,241,118487,鴻築里昂,15~18萬元/坪,15.0,18.0,16.5,桃園市,楊梅區,中山北路一段494巷,二房(26~28坪)、三房(37~38坪)、2+1房(31坪)、3+1房(44坪),,2020年9月,1572,5棟，252戶住家，14戶店面,地上15層，地下3層,RC,住商用,住宅區,鴻築建設,RC結構、林內三機、卡西納衛浴,拓璞聯合建築師事務所,國城營造,102-01335,暫無
242,242,242,120043,?捷棧,38~45萬元/坪,38.0,45.0,41.5,新北市,三重區,五谷王段241地號,二房(24~27坪),,2021年12月,161,1棟，24戶住家,地上7層，地下2層,RC,住家用,住宅區,金玖建設,待定,王志祥建築師事務所,待定,108-00117,暫無
243,243,243,115635,仰大安,120~150萬元/坪,120.0,150.0,135.0,台北市,大安區,和平東路一段191號,一房(11~14坪)、二房(25坪),隨時交屋,,62,1棟，38戶住家,地上14層，地下1層,RC,住家用,商三特(商二)、住三,禾禮建設股份有限公司,YKK鋁門窗、德國LEICHT廚具、義大利BEST雙口電陶爐、義大利Ariston洗脫烘洗衣機、林內抽油煙機及烘碗機、美國Erie整棟式淨水系統搭配日本新泉活水器、德國V&B衛浴設備、德國GROHE全自動掀蓋免治馬桶及定溫冷熱花灑組、英國STUDOR排水通氣系統。,吳非士建築師事務所,洲義營造,104-0032,107使字第0270號
244,244,244,117829,雲景景森,18~21萬元/坪,18.0,21.0,19.5,桃園市,八德區,仁德路276號,二房(24~34坪)、三房(40坪),隨時交屋,,564.17,1棟，84戶住家，1戶管理室,地上15層，地下2層,RC,住商用,第二種住宅區,雲景建設有限公司,待定,劉博文建築師事務所,宏易營造有限公司,(103)桃縣工建執照字第會德01352號,(107)桃市都施使字第德00979號
245,245,245,117277,京澄無為-大方無隅,37~40萬元/坪,37.0,40.0,38.5,桃園市,桃園區,慈文路885、889號,四房(64坪),2019年4月,,507.84,1棟，42戶住家，1戶店面,地上22層，地下3層,RC,住商用,住宅區,澄果建設,Cleanup廚具、TOTO衛浴、冠軍地磚、三協氣密窗、電動曬衣架、3M淨水器,王振如建築師事務所,嘉富營造有限公司,(104)桃市都建執照字第會桃01538-1號,(108)桃市都施使字第桃00107號
